Country,Year,Total_Energy_Consumption_(TWh),Per_Capita_Energy_Use_(kWh),Renewable_Energy_Share_(%),Fossil_Fuel_Dependency_(%),Industrial_Energy_Use_(%),Household_Energy_Use_(%),Carbon_Emissions_(Million_Tons),Energy_Price_Index_(USD-kWh)
Australia,2000,3891.9638,28520.419,51.231,47.3495,38.0569,26.3295,2769.8572,0.2954
Australia,2001,5103.3792,25057.0352,40.7035,49.0942,40.4668,22.9562,2516.099,0.2558
Australia,2002,6458.4963,19923.4623,46.5243,37.496,37.8766,24.4083,2599.1011,0.2483
Australia,2003,5349.397,20259.826,49.6697,48.9777,42.6993,24.01,2397.7953,0.2787
Australia,2004,5778.6164,24912.9728,46.0778,44.2364,42.5356,24.4878,2574.2186,0.3025
Australia,2005,4551.5636,26556.7918,44.6564,47.5621,39.8973,23.4106,2486.9491,0.2445
Australia,2006,4459.1286,25962.4844,43.1012,45.5049,39.8079,24.7465,2257.9674,0.2644
Australia,2007,5074.2421,26616.3123,43.256,46.737,42.1916,25.91,2653.7914,0.2547
Australia,2008,5590.3549,24892.8688,47.4405,42.0834,41.131,24.5166,2596.9449,0.2559
Australia,2009,4753.0789,21855.4189,43.9862,43.5064,40.028,24.1253,2250.044,0.2367
Australia,2010,4393.0319,22231.0411,49.3754,43.2705,38.2949,25.3489,2626.3184,0.2749
Australia,2011,4743.8428,27791.4813,45.8707,46.3139,40.6563,24.7743,2557.0565,0.2713
Australia,2012,5042.2224,27735.0571,56.3034,47.5637,37.98,25.851,2739.4661,0.2661
Australia,2013,4996.1713,23350.9083,46.7796,44.6224,41.6446,26.218,2717.993,0.3174
Australia,2014,4939.5332,25364.7514,42.4112,48.797,38.9766,26.4396,2573.6729,0.297
Australia,2015,4921.2054,24961.5185,48.9507,43.8759,37.4439,24.6589,2672.7057,0.2448
Australia,2016,4972.7206,25890.6515,50.6209,43.8597,41.8553,22.3371,2355.2926,0.2521
Australia,2017,5061.5669,25326.7413,45.9952,40.2392,41.7917,24.8017,2674.0852,0.2542
Australia,2018,5890.9451,26945.7177,54.0421,47.7621,39.5423,23.6577,2462.9413,0.2546
Australia,2019,5405.1161,25514.6789,48.1175,43.4783,41.2117,23.575,2677.2033,0.2622
Australia,2020,4703.6725,26129.687,49.1668,40.3788,40.5225,27.0698,2371.8305,0.2408
Australia,2021,5022.6003,28094.0485,43.3792,46.7487,38.7231,23.1872,2763.3005,0.2608
Australia,2022,5319.5202,26682.7632,46.6788,44.3352,38.423,26.0268,2748.442,0.2565
Australia,2023,4960.1242,25299.5425,53.0136,44.2708,41.125,25.7636,2942.3372,0.3194
Australia,2024,5161.1807,24888.1945,49.5711,49.0889,39.5236,25.833,2486.4714,0.2925
Brazil,2000,3685.2028,29793.7041,48.0481,47.8019,42.1934,24.9906,2681.0678,0.2619
Brazil,2001,4805.8586,26107.7514,45.0917,47.1046,43.5346,25.58,2631.354,0.2394
Brazil,2002,4724.9942,27610.4133,47.0727,43.6642,38.2333,24.9458,2676.5752,0.2745
Brazil,2003,5253.6471,27598.8149,45.2717,46.9215,41.5656,24.712,2952.3061,0.2693
Brazil,2004,4923.2959,27587.2505,50.247,49.5308,39.6816,23.5265,2376.8595,0.2473
Brazil,2005,4817.9814,27403.5895,40.5924,46.4835,39.1886,26.8451,2563.0814,0.2978
Brazil,2006,4684.611,24060.0298,47.5508,43.8668,44.9238,23.9952,2670.1855,0.2278
Brazil,2007,5238.4419,27780.8143,43.7146,45.2559,42.1716,24.6705,2691.2311,0.2989
Brazil,2008,5149.58,22635.7241,40.2795,35.3649,39.2114,24.8335,2244.26,0.2365
Brazil,2009,4677.5613,21825.1917,48.4803,40.6993,39.915,25.7217,2463.381,0.266
Brazil,2010,4818.4941,24038.7134,53.7875,45.9659,41.2347,24.6662,2528.2688,0.2488
Brazil,2011,5352.1634,27187.1345,45.6121,40.1461,42.0863,26.8532,2156.9029,0.2889
Brazil,2012,4808.2921,25048.4524,43.9814,41.6326,43.1198,24.8562,2628.3879,0.2812
Brazil,2013,3720.9671,26678.1363,52.7726,47.9029,38.7387,22.5671,2531.4703,0.2839
Brazil,2014,4548.1842,23736.0316,41.7992,43.3194,41.2636,26.5734,2430.3064,0.2836
Brazil,2015,4465.9008,23889.467,42.9414,48.5865,40.8886,26.2157,2246.3632,0.2522
Brazil,2016,5203.0266,26285.6446,49.4305,42.4098,38.4541,26.6012,2408.8454,0.2966
Brazil,2017,5033.7539,23482.2691,53.248,44.7307,40.0461,22.4791,2361.2941,0.2495
Brazil,2018,4574.3651,24011.5469,49.6031,45.0861,37.5698,24.4259,2743.769,0.2484
Brazil,2019,4929.6314,27712.2103,40.5424,42.1651,39.1908,24.6608,2659.2216,0.3005
Brazil,2020,4965.3113,21371.6881,45.0974,47.8078,38.6996,26.9685,2506.4331,0.2674
Brazil,2021,4532.8255,22826.0275,46.182,42.5002,41.151,25.7368,2689.6812,0.3042
Brazil,2022,6211.3336,20732.5958,53.5512,47.2682,39.18,24.4012,2416.4597,0.3158
Brazil,2023,5223.5869,24981.7176,49.7462,47.6714,40.5934,25.6559,2467.8828,0.28
Brazil,2024,5196.4592,28180.4208,51.7272,44.3846,41.4928,25.889,2777.1105,0.2846
Canada,2000,5518.9432,23702.952,53.0698,41.2693,38.2661,25.4411,2303.5434,0.2652
Canada,2001,5010.3378,28981.8761,49.5544,41.0989,37.6164,24.2589,2268.63,0.3031
Canada,2002,4663.5236,26679.7759,48.5185,47.0646,35.5056,24.6208,2224.9238,0.2972
Canada,2003,5826.3332,24595.7803,46.2742,41.2687,37.7845,23.2397,2646.3368,0.2752
Canada,2004,5550.946,24104.8333,47.6507,40.3152,38.4676,25.7031,2822.2674,0.2643
Canada,2005,5810.0808,24473.0567,37.0356,47.1654,39.8326,23.8162,2487.4664,0.2856
Canada,2006,5102.5061,24491.1731,52.7572,49.1119,38.9989,26.9306,2672.59,0.27
Canada,2007,5352.8776,27588.0551,46.8095,42.8563,40.9246,23.1944,2514.5346,0.2932
Canada,2008,4939.4646,25354.7377,44.9705,44.2126,40.9023,24.0636,2361.8821,0.2487
Canada,2009,5379.6563,25314.2286,41.846,47.59,39.6191,25.1491,2330.516,0.2529
Canada,2010,5762.6025,26373.5682,52.1696,43.9661,41.5936,26.6479,2693.6346,0.3339
Canada,2011,4723.6598,23641.0509,51.1142,38.7344,40.7328,27.2935,2299.6344,0.2984
Canada,2012,5251.8178,21223.9356,44.0903,44.3911,42.9336,27.5303,2095.5361,0.2519
Canada,2013,4767.5867,27284.042,47.1928,46.7083,40.1335,24.5828,3053.6776,0.275
Canada,2014,4773.3342,23758.8711,51.9826,48.2616,39.8082,21.6418,2804.7671,0.2642
Canada,2015,4896.9142,25210.2777,44.7511,43.1912,37.7246,25.677,2461.0014,0.2674
Canada,2016,5451.8226,27995.6534,55.25,37.1413,42.8276,24.1324,2835.0487,0.3192
Canada,2017,5645.3522,26814.2505,46.412,41.1005,41.746,25.7543,2491.177,0.28
Canada,2018,4803.7514,23179.1351,45.0722,47.4254,40.3919,24.6538,2471.4257,0.2746
Canada,2019,4339.251,24266.1296,49.2075,49.5563,38.7106,24.9367,2480.5965,0.2898
Canada,2020,4713.8946,25287.8031,46.2438,44.4025,40.5085,25.1177,2827.8612,0.289
Canada,2021,5103.517,26545.9222,44.9578,46.8559,40.9824,24.0757,2461.0824,0.302
Canada,2022,4180.5076,24443.8584,48.2578,38.4984,39.4111,25.7008,2506.5008,0.2076
Canada,2023,5273.3241,26256.3855,51.968,46.5361,41.4559,26.3709,2478.2605,0.2975
Canada,2024,5033.4648,24150.6069,46.1821,45.8598,42.8412,26.169,2739.016,0.2745
China,2000,4971.3789,24544.6293,46.4243,45.6036,37.6241,22.4816,2392.6798,0.2827
China,2001,4624.71,21630.8091,48.8112,44.235,43.1626,25.6494,2379.0424,0.2953
China,2002,4746.8804,27737.2587,41.6957,47.0517,40.203,24.6078,2716.0852,0.2778
China,2003,4839.0819,27001.4777,47.6679,45.3506,38.7154,25.0638,2593.0377,0.2788
China,2004,5850.1665,25838.9128,43.6,46.225,39.8735,23.944,2481.0002,0.2728
China,2005,5081.7809,24862.2268,49.1693,46.0205,36.698,26.0727,2263.6895,0.3232
China,2006,5337.3042,23883.7272,53.8268,48.1215,35.962,25.5812,2600.4622,0.24
China,2007,4833.8756,26866.3628,41.2702,45.7823,39.3107,25.1205,2591.1802,0.2721
China,2008,5074.0359,23950.5419,43.0778,47.2397,41.4646,24.0249,2556.8854,0.2814
China,2009,5156.3592,22634.6777,45.4321,42.9527,38.7538,25.3073,2721.8975,0.2602
China,2010,4705.0959,23635.4841,48.2366,43.9283,35.9721,24.58,2779.4897,0.2786
China,2011,5265.9363,25062.0634,52.6205,45.0539,41.1459,25.6829,2896.6883,0.2876
China,2012,5101.24,22964.2687,51.7934,44.3853,39.7237,23.4118,2562.42,0.2821
China,2013,4682.8409,30162.7591,54.2297,47.6091,40.1137,24.358,2659.346,0.33
China,2014,5677.0015,26306.4666,48.99,46.4266,42.2885,25.8887,2536.467,0.2683
China,2015,4610.4069,29072.9815,46.1582,50.7985,38.6433,24.9003,2468.3654,0.2874
China,2016,4321.6473,26513.6412,47.8952,45.675,40.1996,25.5992,2519.0885,0.2767
China,2017,5418.3025,21038.2114,42.6461,48.6803,39.245,26.9658,3040.2325,0.245
China,2018,4578.8218,25483.3052,47.9509,42.5243,38.3377,26.7034,2570.1225,0.2757
China,2019,5484.189,22964.8,42.4363,52.564,42.2443,25.4467,2569.3403,0.315
China,2020,5415.4346,26065.4943,41.8897,48.5349,41.3114,26.714,2546.9114,0.2903
China,2021,5563.3109,23487.8619,39.1951,46.2388,43.4193,25.1312,2421.9979,0.274
China,2022,4182.5162,26982.1397,52.9894,39.1615,40.8418,24.2529,2908.0215,0.2797
China,2023,4953.8207,27464.2509,46.6884,45.5681,39.4328,28.0493,2637.886,0.2802
China,2024,5342.0605,26335.8937,48.4653,45.5068,42.0492,25.6292,2730.9716,0.2958
Germany,2000,4744.6511,22141.8194,44.7546,46.5646,40.938,25.3254,2450.5951,0.2917
Germany,2001,5293.0213,26383.5024,60.4689,46.6872,39.015,24.8198,2139.9596,0.2359
Germany,2002,4640.5768,26593.9546,38.9643,43.0218,37.4214,26.0939,2631.1314,0.2504
Germany,2003,5098.263,26258.3963,50.1652,41.5902,42.907,24.6255,2395.4478,0.2635
Germany,2004,5104.7556,24133.9574,43.4328,42.4467,41.3,24.5346,2691.3485,0.2454
Germany,2005,5275.165,22752.4907,48.5436,44.6761,39.9232,25.2686,2697.6548,0.2655
Germany,2006,4903.1686,25485.3814,54.1383,55.1577,41.5229,24.4269,2411.0397,0.224
Germany,2007,5382.4106,25975.8076,45.5576,42.6085,40.4494,25.42,2699.4182,0.2918
Germany,2008,4864.1764,27711.1297,44.2781,47.4936,43.7514,26.1319,2440.1792,0.265
Germany,2009,5738.2309,29087.6121,51.1642,47.9224,39.0988,23.0958,2514.2082,0.2688
Germany,2010,5925.6894,25789.0944,47.3622,46.0853,35.8981,26.1303,2295.7619,0.2591
Germany,2011,4996.2941,20251.6876,46.2738,36.905,41.2006,23.045,2449.0474,0.2997
Germany,2012,5022.1603,22492.3367,43.0617,46.1177,40.855,26.1697,2721.096,0.244
Germany,2013,6117.3562,25088.2132,39.8838,47.881,39.9517,23.3272,2651.9668,0.2465
Germany,2014,4504.0014,24546.7222,47.0408,47.2443,39.219,27.3404,2227.8543,0.2659
Germany,2015,5563.6327,21236.122,43.882,41.1,39.9402,25.4184,2582.9676,0.2222
Germany,2016,5220.7634,27706.2837,41.888,48.8317,40.7503,23.1106,2838.882,0.2314
Germany,2017,4689.8446,26163.3108,44.601,43.8634,41.8056,24.1008,2524.6038,0.2736
Germany,2018,4300.8003,22220.9906,49.3464,44.5252,42.6921,26.41,2383.6009,0.2955
Germany,2019,5940.488,23120.4909,41.8878,46.7498,42.4393,25.6524,2431.1404,0.275
Germany,2020,5354.2442,23308.7658,48.7418,49.9304,38.6306,23.0214,2622.569,0.2796
Germany,2021,5800.4079,22488.1398,42.6814,44.0423,40.8098,24.0665,2390.5433,0.2819
Germany,2022,5641.7789,24867.4273,44.596,48.0549,36.9702,26.1051,2613.7142,0.2842
Germany,2023,4415.3929,22795.8455,45.5421,42.2566,42.0847,26.4297,2506.6768,0.2516
Germany,2024,4542.0383,24655.0348,48.1286,41.28,41.2397,25.5152,2233.6438,0.2331
India,2000,4628.0255,25371.7503,43.7403,45.7448,40.3203,24.1188,2144.4033,0.2773
India,2001,5283.0803,28772.2697,50.2505,42.7285,41.4851,23.3695,2632.5487,0.2392
India,2002,5730.1487,24502.673,49.0957,44.794,40.854,26.9817,2395.693,0.2803
India,2003,5579.5741,27904.0521,38.8833,46.9921,39.7,26.9979,2621.9969,0.3013
India,2004,4739.7842,26244.8592,47.4014,47.7328,39.5925,21.7978,2589.3617,0.3042
India,2005,6014.9448,23030.2879,44.32,41.7771,38.2733,25.2936,2488.5231,0.2938
India,2006,5998.4852,20428.5694,50.593,53.6321,42.0776,27.4488,2878.0582,0.243
India,2007,5454.3935,24871.815,50.574,46.4082,37.6192,25.2005,2605.7397,0.2515
India,2008,5362.2051,25264.088,45.621,45.0161,42.1449,25.5544,2397.58,0.268
India,2009,4387.1081,25228.6559,48.5438,44.9376,38.6876,26.0976,2568.0632,0.2673
India,2010,4999.0663,27077.3374,44.17,39.1434,38.6137,25.8279,2591.2847,0.2582
India,2011,5620.9979,23304.8867,44.4912,39.99,39.5342,23.7836,2078.1918,0.2739
India,2012,4749.1261,25823.1157,52.1631,49.838,41.4841,25.4665,2530.7283,0.24
India,2013,6033.6362,25985.9867,45.0223,47.2941,39.1897,23.6159,2360.3474,0.2677
India,2014,5174.7905,23031.5478,42.1757,43.7859,38.7411,23.6614,2588.5711,0.2811
India,2015,5569.5676,22932.0455,46.8888,42.342,41.1216,24.1075,2517.5192,0.2363
India,2016,5190.3753,20494.8251,46.7773,46.9382,39.678,25.6236,2765.1444,0.2782
India,2017,4987.6271,24862.4075,49.3412,43.0767,42.6098,25.0192,2340.5151,0.2545
India,2018,5530.0256,25650.7525,56.4575,49.1977,40.4896,25.099,2537.314,0.264
India,2019,6172.6628,21551.9944,50.5359,45.6616,40.8519,28.4447,2777.3034,0.3066
India,2020,5413.3527,23350.192,47.6777,41.6609,37.6875,22.6548,2942.2707,0.2891
India,2021,4680.3306,22188.4179,47.2918,41.2158,38.9024,22.6367,2186.3394,0.2494
India,2022,4922.3515,24709.1442,52.0148,46.6392,39.2575,27.2958,2911.8571,0.2792
India,2023,5353.2608,25293.0711,45.4922,49.6665,42.3516,27.7208,2348.9251,0.2992
India,2024,4163.4731,21407.8522,47.4706,38.5284,40.9422,27.795,2624.4228,0.2716
Japan,2000,5044.5337,24890.7669,43.3866,45.9997,41.8477,23.17,2488.4074,0.2934
Japan,2001,4565.9666,25903.3076,47.7207,44.1273,40.4407,26.5368,2545.8544,0.2963
Japan,2002,4321.0127,26807.2839,45.3607,45.7605,40.4132,25.5936,2188.6586,0.28
Japan,2003,5144.5814,22301.5235,46.7495,48.4428,38.9128,25.4042,2429.5286,0.2423
Japan,2004,5041.9546,26087.2443,46.5431,48.4514,40.336,23.7766,2282.7583,0.2703
Japan,2005,5494.7537,27474.6551,49.4116,47.6286,38.4065,24.31,2606.0456,0.2751
Japan,2006,4587.0044,23177.9156,49.7305,45.8888,40.65,27.6095,2532.3949,0.2705
Japan,2007,5802.8555,25001.4711,44.1342,41.1942,41.0726,23.7534,2184.1195,0.2555
Japan,2008,5343.9876,24575.6109,41.6441,43.6041,38.5765,28.6847,3166.2062,0.3015
Japan,2009,6076.8089,20896.9557,48.3691,46.3366,40.3328,27.8723,2742.8123,0.2721
Japan,2010,6103.1936,23490.3382,47.5154,48.9839,38.3493,25.3736,2604.5325,0.2593
Japan,2011,5316.2245,23792.1859,49.7109,41.2764,39.9848,23.803,2431.2811,0.2605
Japan,2012,5953.8608,24429.7063,48.8389,43.6176,39.5829,25.4108,2761.8868,0.2868
Japan,2013,5084.3666,24696.478,46.7084,49.0623,39.857,24.6014,2580.6,0.2632
Japan,2014,4527.8086,25647.7853,46.4996,41.888,40.3875,24.2322,2311.4318,0.2449
Japan,2015,5818.4363,23961.773,47.16,38.935,43.6918,23.3212,2569.0885,0.2658
Japan,2016,5729.2071,24050.2169,47.6308,44.7106,41.1356,25.1031,2595.7679,0.2925
Japan,2017,5016.76,20292.7409,43.5439,40.7875,37.8957,23.6909,2281.5273,0.2955
Japan,2018,5448.0407,24259.3112,45.9072,40.2386,39.8553,24.7377,2457.9228,0.2774
Japan,2019,5224.8711,23108.7509,40.738,42.6259,39.1863,25.8817,2420.212,0.2826
Japan,2020,5607.1706,23592.6209,51.17,41.8149,38.114,24.2203,2279.144,0.2871
Japan,2021,6027.675,28175.1121,51.6039,38.3139,39.5054,24.5146,2362.3939,0.2989
Japan,2022,5610.6503,29783.9522,48.6112,47.4822,40.7194,23.0253,2550.8803,0.2928
Japan,2023,4576.4227,26117.8727,54.022,50.3857,39.932,23.6507,2830.2745,0.2809
Japan,2024,5335.2814,24208.985,46.0904,46.9014,37.2614,24.0425,2945.4357,0.2632
Russia,2000,4496.3915,28208.3068,52.6865,45.1774,38.5065,26.93,2560.4256,0.2979
Russia,2001,4796.7275,30137.6138,47.941,39.215,40.3672,25.8455,2325.5848,0.287
Russia,2002,5570.2977,25991.9855,51.3282,46.7832,41.737,26.2336,2500.6327,0.2882
Russia,2003,4809.3222,26589.3583,43.4325,47.6561,42.7958,23.6811,2273.0644,0.2436
Russia,2004,6259.6111,22746.9124,49.4947,44.85,40.9587,25.3187,2379.4121,0.2774
Russia,2005,4385.2824,21986.3235,46.8121,42.4944,38.8138,25.3674,2708.8529,0.2779
Russia,2006,4354.2058,21757.162,45.9413,42.8062,38.2791,24.8976,2339.5598,0.2567
Russia,2007,4846.8506,26560.5149,50.664,48.264,37.1094,23.4098,2415.7768,0.2596
Russia,2008,5741.1422,24769.7545,51.0358,39.0922,42.017,23.927,2552.5697,0.2612
Russia,2009,4966.3617,23592.736,44.301,44.3963,40.3342,25.8542,2838.6252,0.2571
Russia,2010,4747.7591,22508.2557,50.7214,41.4166,39.716,23.448,2684.6431,0.276
Russia,2011,5633.2048,29475.4345,43.3345,48.2136,38.8664,24.3748,2303.2009,0.2691
Russia,2012,4688.0256,25132.0803,41.8256,44.9236,42.8261,28.5925,2640.8586,0.2792
Russia,2013,5000.8624,24350.4221,49.2279,44.7562,39.5983,26.2062,2440.3855,0.2666
Russia,2014,5274.5434,26492.7839,43.842,46.9673,38.2893,24.105,2521.6145,0.2902
Russia,2015,4441.4969,29562.5943,51.4374,44.7691,37.9554,26.0237,2571.546,0.2677
Russia,2016,5686.01,22030.9012,52.9279,46.5159,40.0382,23.1871,2866.2147,0.2812
Russia,2017,4325.9558,25436.6742,38.4088,41.71,39.1662,24.3483,2798.7933,0.2908
Russia,2018,5327.3558,24982.0974,47.4853,47.1528,37.2519,25.4493,1888.3509,0.2777
Russia,2019,5183.89,24418.0891,44.8176,45.3424,42.9444,25.0024,2171.2506,0.2382
Russia,2020,5724.279,27648.2628,50.6292,43.394,39.8168,23.445,2558.92,0.239
Russia,2021,4373.38,25511.6682,44.8111,44.0321,40.2592,24.1816,2177.1939,0.27
Russia,2022,5169.189,25888.064,50.6857,48.301,40.2914,25.0005,2600.0631,0.2383
Russia,2023,4921.0342,23461.807,43.4894,45.8026,40.2754,23.5592,2691.3918,0.274
Russia,2024,5392.822,27773.0597,55.4905,46.9675,39.5355,26.648,2556.8488,0.2778
UK,2000,5014.3173,21880.5064,51.1716,39.5738,39.5571,24.7896,2504.6813,0.2984
UK,2001,5516.034,26292.3691,49.9905,51.3605,39.967,24.0812,2425.3174,0.2884
UK,2002,5002.2454,24593.0858,44.7777,45.0904,40.2444,24.5062,2561.7862,0.2694
UK,2003,5195.9346,30020.6226,53.6152,40.5272,36.0883,25.3243,2895.3685,0.2924
UK,2004,5157.0071,27678.6426,46.7362,43.6285,43.8765,25.1859,2549.3641,0.2768
UK,2005,5300.1389,23104.505,53.7771,40.2039,36.6539,24.7632,2254.0071,0.2682
UK,2006,5325.3335,25196.1376,44.3432,38.165,40.4703,24.9179,2480.9085,0.27
UK,2007,5099.8873,27340.6016,49.7347,43.442,36.9,24.7833,2668.2692,0.261
UK,2008,4904.5777,23564.7952,43.9355,43.1065,37.2071,26.6545,2510.4377,0.3552
UK,2009,4558.5177,25667.9074,45.3681,45.3526,38.8895,27.0381,2636.24,0.3012
UK,2010,5920.5393,25335.1521,57.0469,52.6521,40.3698,23.5179,2594.19,0.2636
UK,2011,5041.0921,24557.0147,51.9134,41.6272,41.0543,26.7966,2716.1547,0.2819
UK,2012,5410.8236,26762.0924,45.8316,49.311,39.06,24.5712,2466.5384,0.2824
UK,2013,5298.1782,28780.8605,45.2477,40.2628,39.1064,26.0128,2602.6697,0.3151
UK,2014,4915.9753,21069.3497,41.1137,44.9737,38.4955,23.2782,2684.4318,0.2847
UK,2015,5739.3344,23558.2456,47.1064,46.0131,43.8914,24.4469,3023.0175,0.2764
UK,2016,4763.1902,27853.5555,39.586,49.8902,38.4002,25.0662,2578.1852,0.278
UK,2017,5370.7729,26106.3505,43.19,44.6482,42.2216,21.8018,2244.6476,0.2634
UK,2018,5335.0609,21213.1411,48.2332,43.8598,39.9802,25.6485,2149.4426,0.246
UK,2019,5516.7614,27498.7096,47.0851,43.0408,40.2898,25.5286,2430.2414,0.3031
UK,2020,5120.4711,25579.8031,45.4717,46.0611,39.3551,24.4011,2725.5306,0.2686
UK,2021,6515.0352,22536.0848,41.811,43.7569,41.4233,26.9898,2866.3979,0.2688
UK,2022,5618.1548,26307.8848,53.2483,40.5883,38.6462,25.6007,2278.3457,0.28
UK,2023,4821.835,28459.4642,43.495,42.109,40.511,23.5475,1892.354,0.2975
UK,2024,5066.8147,22592.2021,40.6423,48.0549,40.7913,23.9162,2702.4557,0.2719
USA,2000,5481.5587,25701.2597,48.9928,48.5733,40.6654,25.3646,2340.0897,0.2736
USA,2001,5105.6354,23942.8192,49.7197,52.5441,40.9438,22.11,2965.0323,0.2518
USA,2002,5379.5148,22036.2938,42.2244,45.8935,40.2829,26.0871,2325.8606,0.2858
USA,2003,5415.6807,24228.3572,51.0067,42.3113,39.6235,24.4033,2801.432,0.2672
USA,2004,4813.5905,25002.5908,43.0192,43.1735,39.4641,24.0832,2302.1627,0.2795
USA,2005,4735.199,24981.3308,52.0381,49.869,40.1623,25.8319,2662.5206,0.3179
USA,2006,4850.8468,24670.7602,47.6153,45.6123,39.7536,24.9985,2403.9747,0.2964
USA,2007,5364.3933,22728.6905,51.5226,43.58,39.7967,26.0105,2401.1881,0.305
USA,2008,4967.7,24745.1931,50.5579,44.4888,40.245,24.4212,2599.8677,0.271
USA,2009,5217.4305,22739.7587,48.0332,43.1621,39.4605,22.5934,2784.285,0.2876
USA,2010,4969.2826,26307.6361,42.5991,43.8135,41.2017,22.5222,2465.9417,0.2843
USA,2011,5091.1571,29129.0017,47.2151,39.18,43.7773,27.3646,2188.4646,0.2837
USA,2012,5866.3052,22835.8437,44.107,42.6763,37.9902,25.6344,2216.1289,0.2535
USA,2013,5414.3423,24611.15,46.583,43.6047,43.2647,25.1114,2032.9953,0.2667
USA,2014,5913.9703,28079.3595,46.2505,49.695,43.2755,23.7755,2607.9145,0.2892
USA,2015,5584.3218,25517.1132,47.0521,47.3176,36.9824,24.7662,2377.8053,0.2771
USA,2016,6227.55,26890.1105,51.2902,46.1659,39.2307,24.6523,2359.762,0.2725
USA,2017,5507.5379,29838.5803,51.16,42.5268,40.6355,23.3113,2974.8621,0.2579
USA,2018,5740.5644,25529.7705,46.5434,39.8188,38.4588,28.3941,2092.0959,0.2568
USA,2019,5190.3867,24486.828,50.2139,45.8767,39.4359,23.378,3037.3972,0.2609
USA,2020,5658.5704,23587.8947,51.2087,48.218,41.6322,25.8236,2607.2793,0.2444
USA,2021,5265.4092,24416.1949,50.4606,45.0782,40.3261,25.4437,2601.5167,0.288
USA,2022,5086.0864,25874.8598,42.7234,46.5784,41.602,25.7223,2839.1734,0.26
USA,2023,5298.9295,23586.3552,48.9731,46.2907,39.1676,24.4552,2406.3,0.2467
USA,2024,4751.7092,26660.4614,50.9892,39.1819,38.2489,25.2465,2319.5103,0.2849
